Protein	Organism_Name	Length	Host	Tissue_Specimen_Source	Geo_Location	Species
L2	Human papillomavirus type 16	473	Homo sapiens		USA	Alphapapillomavirus 9
E6	Human papillomavirus type 16	98	Homo sapiens		USA	Alphapapillomavirus 9
E2	Human papillomavirus type 16	365	Homo sapiens		USA	Alphapapillomavirus 9
E5	Human papillomavirus type 16	83	Homo sapiens		USA	Alphapapillomavirus 9
L2	Human papillomavirus type 16	473	Homo sapiens		USA	Alphapapillomavirus 9
E6	Human papillomavirus type 16	98	Homo sapiens		USA	Alphapapillomavirus 9
E1	Human papillomavirus type 16	649	Homo sapiens		USA	Alphapapillomavirus 9
E2	Human papillomavirus type 16	365	Homo sapiens		USA	Alphapapillomavirus 9
E6	Human papillomavirus type 16	98	Homo sapiens		USA	Alphapapillomavirus 9
E1	Human papillomavirus type 16	649	Homo sapiens		USA	Alphapapillomavirus 9
E5	Human papillomavirus type 16	83	Homo sapiens		USA	Alphapapillomavirus 9
L2	Human papillomavirus type 16	473	Homo sapiens		USA	Alphapapillomavirus 9
E6	Human papillomavirus type 16	98	Homo sapiens		USA	Alphapapillomavirus 9
E2	Human papillomavirus type 16	365	Homo sapiens		USA	Alphapapillomavirus 9
E6	Human papillomavirus type 16	158	Homo sapiens		USA	Alphapapillomavirus 9
E6	Human papillomavirus type 16	98	Homo sapiens		USA	Alphapapillomavirus 9
E1	Human papillomavirus type 16	649	Homo sapiens		USA	Alphapapillomavirus 9
E2	Human papillomavirus type 16	365	Homo sapiens		USA	Alphapapillomavirus 9
E5	Human papillomavirus type 16	83	Homo sapiens		USA	Alphapapillomavirus 9
L2	Human papillomavirus type 16	473	Homo sapiens		USA	Alphapapillomavirus 9
E6	Human papillomavirus type 16	158	Homo sapiens		USA	Alphapapillomavirus 9
E6	Human papillomavirus type 16	98	Homo sapiens		USA	Alphapapillomavirus 9
E1	Human papillomavirus type 16	649	Homo sapiens		USA	Alphapapillomavirus 9
E2	Human papillomavirus type 16	365	Homo sapiens		USA	Alphapapillomavirus 9
E5	Human papillomavirus type 16	83	Homo sapiens		USA	Alphapapillomavirus 9
L2	Human papillomavirus type 16	473	Homo sapiens		USA	Alphapapillomavirus 9
E6	Human papillomavirus type 16	158	Homo sapiens		USA	Alphapapillomavirus 9
E6	Human papillomavirus type 16	98	Homo sapiens		USA	Alphapapillomavirus 9
E1	Human papillomavirus type 16	649	Homo sapiens		USA	Alphapapillomavirus 9
E2	Human papillomavirus type 16	365	Homo sapiens		USA	Alphapapillomavirus 9
E5	Human papillomavirus type 16	83	Homo sapiens		USA	Alphapapillomavirus 9
L2	Human papillomavirus type 16	473	Homo sapiens		USA	Alphapapillomavirus 9
E6	Human papillomavirus type 16	98	Homo sapiens		USA	Alphapapillomavirus 9
E1	Human papillomavirus type 16	649	Homo sapiens		USA	Alphapapillomavirus 9
E2	Human papillomavirus type 16	365	Homo sapiens		USA	Alphapapillomavirus 9
E5	Human papillomavirus type 16	83	Homo sapiens		USA	Alphapapillomavirus 9
L2	Human papillomavirus type 16	473	Homo sapiens		USA	Alphapapillomavirus 9
E6	Human papillomavirus type 16	158	Homo sapiens		USA	Alphapapillomavirus 9
E6	Human papillomavirus type 16	98	Homo sapiens		USA	Alphapapillomavirus 9
E2	Human papillomavirus type 16	365	Homo sapiens		USA	Alphapapillomavirus 9
E5	Human papillomavirus type 16	83	Homo sapiens		USA	Alphapapillomavirus 9
L2	Human papillomavirus type 16	473	Homo sapiens		USA	Alphapapillomavirus 9
E6	Human papillomavirus type 16	158	Homo sapiens		USA	Alphapapillomavirus 9
E6	Human papillomavirus type 16	98	Homo sapiens		USA	Alphapapillomavirus 9
E2	Human papillomavirus type 16	365	Homo sapiens		USA	Alphapapillomavirus 9
E5	Human papillomavirus type 16	83	Homo sapiens		USA	Alphapapillomavirus 9
L2	Human papillomavirus type 16	473	Homo sapiens		USA	Alphapapillomavirus 9
E6	Human papillomavirus type 16	158	Homo sapiens		USA	Alphapapillomavirus 9
E6	Human papillomavirus type 16	98	Homo sapiens		USA	Alphapapillomavirus 9
E1	Human papillomavirus type 16	649	Homo sapiens		USA	Alphapapillomavirus 9
E2	Human papillomavirus type 16	365	Homo sapiens		USA	Alphapapillomavirus 9
E5	Human papillomavirus type 16	83	Homo sapiens		USA	Alphapapillomavirus 9
L2	Human papillomavirus type 16	473	Homo sapiens		USA	Alphapapillomavirus 9
E6	Human papillomavirus type 16	158	Homo sapiens		USA	Alphapapillomavirus 9
E6	Human papillomavirus type 16	98	Homo sapiens		USA	Alphapapillomavirus 9
E1	Human papillomavirus type 16	649	Homo sapiens		USA	Alphapapillomavirus 9
E2	Human papillomavirus type 16	365	Homo sapiens		USA	Alphapapillomavirus 9
E5	Human papillomavirus type 16	83	Homo sapiens		USA	Alphapapillomavirus 9
L2	Human papillomavirus type 16	473	Homo sapiens		USA	Alphapapillomavirus 9
E6	Human papillomavirus type 16	98	Homo sapiens		USA	Alphapapillomavirus 9
E1	Human papillomavirus type 16	649	Homo sapiens		USA	Alphapapillomavirus 9
E2	Human papillomavirus type 16	365	Homo sapiens		USA	Alphapapillomavirus 9
E5	Human papillomavirus type 16	83	Homo sapiens		USA	Alphapapillomavirus 9
L2	Human papillomavirus type 16	473	Homo sapiens		USA	Alphapapillomavirus 9
E6	Human papillomavirus type 16	158	Homo sapiens		USA	Alphapapillomavirus 9
E6	Human papillomavirus type 16	98	Homo sapiens		USA	Alphapapillomavirus 9
E1	Human papillomavirus type 16	649	Homo sapiens		USA	Alphapapillomavirus 9
E2	Human papillomavirus type 16	365	Homo sapiens		USA	Alphapapillomavirus 9
E5	Human papillomavirus type 16	83	Homo sapiens		USA	Alphapapillomavirus 9
L2	Human papillomavirus type 16	473	Homo sapiens		USA	Alphapapillomavirus 9
E6	Human papillomavirus type 16	98	Homo sapiens		USA	Alphapapillomavirus 9
E1	Human papillomavirus type 16	649	Homo sapiens		USA	Alphapapillomavirus 9
E2	Human papillomavirus type 16	365	Homo sapiens		USA	Alphapapillomavirus 9
E5	Human papillomavirus type 16	83	Homo sapiens		USA	Alphapapillomavirus 9
L2	Human papillomavirus type 16	473	Homo sapiens		USA	Alphapapillomavirus 9
E6	Human papillomavirus type 16	158	Homo sapiens		USA	Alphapapillomavirus 9
E6	Human papillomavirus type 16	98	Homo sapiens		USA	Alphapapillomavirus 9
E1	Human papillomavirus type 16	649	Homo sapiens		USA	Alphapapillomavirus 9
E2	Human papillomavirus type 16	365	Homo sapiens		USA	Alphapapillomavirus 9
E5	Human papillomavirus type 16	83	Homo sapiens		USA	Alphapapillomavirus 9
L2	Human papillomavirus type 16	473	Homo sapiens		USA	Alphapapillomavirus 9
E6	Human papillomavirus type 16	158	Homo sapiens		USA	Alphapapillomavirus 9
E6	Human papillomavirus type 16	98	Homo sapiens		USA	Alphapapillomavirus 9
E1	Human papillomavirus type 16	649	Homo sapiens		USA	Alphapapillomavirus 9
E2	Human papillomavirus type 16	365	Homo sapiens		USA	Alphapapillomavirus 9
E5	Human papillomavirus type 16	83	Homo sapiens		USA	Alphapapillomavirus 9
L2	Human papillomavirus type 16	473	Homo sapiens		USA	Alphapapillomavirus 9
E6	Human papillomavirus type 16	98	Homo sapiens		USA	Alphapapillomavirus 9
E1	Human papillomavirus type 16	649	Homo sapiens		USA	Alphapapillomavirus 9
E2	Human papillomavirus type 16	365	Homo sapiens		USA	Alphapapillomavirus 9
E5	Human papillomavirus type 16	83	Homo sapiens		USA	Alphapapillomavirus 9
L2	Human papillomavirus type 16	473	Homo sapiens		USA	Alphapapillomavirus 9
E6	Human papillomavirus type 16	158	Homo sapiens		USA	Alphapapillomavirus 9
E6	Human papillomavirus type 16	98	Homo sapiens		USA	Alphapapillomavirus 9
E1	Human papillomavirus type 16	649	Homo sapiens		USA	Alphapapillomavirus 9
E2	Human papillomavirus type 16	365	Homo sapiens		USA	Alphapapillomavirus 9
E5	Human papillomavirus type 16	83	Homo sapiens		USA	Alphapapillomavirus 9
L2	Human papillomavirus type 16	473	Homo sapiens		USA	Alphapapillomavirus 9
E6	Human papillomavirus type 16	158	Homo sapiens		USA	Alphapapillomavirus 9
E6	Human papillomavirus type 16	98	Homo sapiens		USA	Alphapapillomavirus 9
E1	Human papillomavirus type 16	649	Homo sapiens		USA	Alphapapillomavirus 9
E2	Human papillomavirus type 16	365	Homo sapiens		USA	Alphapapillomavirus 9
E5	Human papillomavirus type 16	83	Homo sapiens		USA	Alphapapillomavirus 9
L2	Human papillomavirus type 16	473	Homo sapiens		USA	Alphapapillomavirus 9
E6	Human papillomavirus type 16	158	Homo sapiens		USA	Alphapapillomavirus 9
E6	Human papillomavirus type 16	98	Homo sapiens		USA	Alphapapillomavirus 9
E2	Human papillomavirus type 16	365	Homo sapiens		USA	Alphapapillomavirus 9
E5	Human papillomavirus type 16	83	Homo sapiens		USA	Alphapapillomavirus 9
L2	Human papillomavirus type 16	473	Homo sapiens		USA	Alphapapillomavirus 9
E6	Human papillomavirus type 16	98	Homo sapiens		USA	Alphapapillomavirus 9
E1	Human papillomavirus type 16	649	Homo sapiens		USA	Alphapapillomavirus 9
E2	Human papillomavirus type 16	365	Homo sapiens		USA	Alphapapillomavirus 9
E5	Human papillomavirus type 16	83	Homo sapiens		USA	Alphapapillomavirus 9
E6	Human papillomavirus type 16	158	Homo sapiens		USA	Alphapapillomavirus 9
E6	Human papillomavirus type 16	98	Homo sapiens		USA	Alphapapillomavirus 9
E1	Human papillomavirus type 16	649	Homo sapiens		USA	Alphapapillomavirus 9
E2	Human papillomavirus type 16	365	Homo sapiens		USA	Alphapapillomavirus 9
E5	Human papillomavirus type 16	83	Homo sapiens		USA	Alphapapillomavirus 9
L2	Human papillomavirus type 16	473	Homo sapiens		USA	Alphapapillomavirus 9
E6	Human papillomavirus type 16	98	Homo sapiens		USA	Alphapapillomavirus 9
E1	Human papillomavirus type 16	649	Homo sapiens		USA	Alphapapillomavirus 9
E2	Human papillomavirus type 16	365	Homo sapiens		USA	Alphapapillomavirus 9
E5	Human papillomavirus type 16	83	Homo sapiens		USA	Alphapapillomavirus 9
L2	Human papillomavirus type 16	473	Homo sapiens		USA	Alphapapillomavirus 9
E6	Human papillomavirus type 16	98	Homo sapiens		USA	Alphapapillomavirus 9
E2	Human papillomavirus type 16	365	Homo sapiens		USA	Alphapapillomavirus 9
E5	Human papillomavirus type 16	83	Homo sapiens		USA	Alphapapillomavirus 9
L2	Human papillomavirus type 16	473	Homo sapiens		USA	Alphapapillomavirus 9
E6	Human papillomavirus type 16	98	Homo sapiens		USA	Alphapapillomavirus 9
E1	Human papillomavirus type 16	649	Homo sapiens		USA	Alphapapillomavirus 9
E2	Human papillomavirus type 16	365	Homo sapiens		USA	Alphapapillomavirus 9
E5	Human papillomavirus type 16	83	Homo sapiens		USA	Alphapapillomavirus 9
L2	Human papillomavirus type 16	473	Homo sapiens		USA	Alphapapillomavirus 9
E6	Human papillomavirus type 16	98	Homo sapiens		USA	Alphapapillomavirus 9
E1	Human papillomavirus type 16	649	Homo sapiens		USA	Alphapapillomavirus 9
E2	Human papillomavirus type 16	365	Homo sapiens		USA	Alphapapillomavirus 9
E5	Human papillomavirus type 16	83	Homo sapiens		USA	Alphapapillomavirus 9
L2	Human papillomavirus type 16	473	Homo sapiens		USA	Alphapapillomavirus 9
E6	Human papillomavirus type 16	98	Homo sapiens		USA	Alphapapillomavirus 9
E2	Human papillomavirus type 16	365	Homo sapiens		USA	Alphapapillomavirus 9
E5	Human papillomavirus type 16	83	Homo sapiens		USA	Alphapapillomavirus 9
L2	Human papillomavirus type 16	473	Homo sapiens		USA	Alphapapillomavirus 9
E6	Human papillomavirus type 16	158	Homo sapiens		USA	Alphapapillomavirus 9
E6	Human papillomavirus type 16	98	Homo sapiens		USA	Alphapapillomavirus 9
E1	Human papillomavirus type 16	649	Homo sapiens		USA	Alphapapillomavirus 9
E2	Human papillomavirus type 16	365	Homo sapiens		USA	Alphapapillomavirus 9
E5	Human papillomavirus type 16	83	Homo sapiens		USA	Alphapapillomavirus 9
L2	Human papillomavirus type 16	473	Homo sapiens		USA	Alphapapillomavirus 9
E6	Human papillomavirus type 16	98	Homo sapiens		USA	Alphapapillomavirus 9
E1	Human papillomavirus type 16	649	Homo sapiens		USA	Alphapapillomavirus 9
E2	Human papillomavirus type 16	365	Homo sapiens		USA	Alphapapillomavirus 9
E5	Human papillomavirus type 16	83	Homo sapiens		USA	Alphapapillomavirus 9
L2	Human papillomavirus type 16	473	Homo sapiens		USA	Alphapapillomavirus 9
E6	Human papillomavirus type 16	98	Homo sapiens		USA	Alphapapillomavirus 9
E1	Human papillomavirus type 16	649	Homo sapiens		USA	Alphapapillomavirus 9
E2	Human papillomavirus type 16	365	Homo sapiens		USA	Alphapapillomavirus 9
E5	Human papillomavirus type 16	83	Homo sapiens		USA	Alphapapillomavirus 9
L2	Human papillomavirus type 16	473	Homo sapiens		USA	Alphapapillomavirus 9
E6	Human papillomavirus type 16	158	Homo sapiens		USA	Alphapapillomavirus 9
E6	Human papillomavirus type 16	98	Homo sapiens		USA	Alphapapillomavirus 9
E1	Human papillomavirus type 16	649	Homo sapiens		USA	Alphapapillomavirus 9
E2	Human papillomavirus type 16	365	Homo sapiens		USA	Alphapapillomavirus 9
E5	Human papillomavirus type 16	83	Homo sapiens		USA	Alphapapillomavirus 9
L2	Human papillomavirus type 16	473	Homo sapiens		USA	Alphapapillomavirus 9
E6	Human papillomavirus type 16	98	Homo sapiens		USA	Alphapapillomavirus 9
E1	Human papillomavirus type 16	649	Homo sapiens		USA	Alphapapillomavirus 9
E2	Human papillomavirus type 16	365	Homo sapiens		USA	Alphapapillomavirus 9
E5	Human papillomavirus type 16	83	Homo sapiens		USA	Alphapapillomavirus 9
E6	Human papillomavirus type 16	98	Homo sapiens		USA	Alphapapillomavirus 9
E1	Human papillomavirus type 16	649	Homo sapiens		USA	Alphapapillomavirus 9
E2	Human papillomavirus type 16	365	Homo sapiens		USA	Alphapapillomavirus 9
E5	Human papillomavirus type 16	83	Homo sapiens		USA	Alphapapillomavirus 9
L2	Human papillomavirus type 16	473	Homo sapiens		USA	Alphapapillomavirus 9
E6	Human papillomavirus type 16	158	Homo sapiens		USA	Alphapapillomavirus 9
E6	Human papillomavirus type 16	98	Homo sapiens		USA	Alphapapillomavirus 9
E1	Human papillomavirus type 16	649	Homo sapiens		USA	Alphapapillomavirus 9
E2	Human papillomavirus type 16	365	Homo sapiens		USA	Alphapapillomavirus 9
E5	Human papillomavirus type 16	83	Homo sapiens		USA	Alphapapillomavirus 9
L2	Human papillomavirus type 16	473	Homo sapiens		USA	Alphapapillomavirus 9
E6	Human papillomavirus type 16	98	Homo sapiens		USA	Alphapapillomavirus 9
E1	Human papillomavirus type 16	649	Homo sapiens		USA	Alphapapillomavirus 9
E2	Human papillomavirus type 16	365	Homo sapiens		USA	Alphapapillomavirus 9
E5	Human papillomavirus type 16	83	Homo sapiens		USA	Alphapapillomavirus 9
L2	Human papillomavirus type 16	473	Homo sapiens		USA	Alphapapillomavirus 9
E6	Human papillomavirus type 16	158	Homo sapiens		USA	Alphapapillomavirus 9
E6	Human papillomavirus type 16	98	Homo sapiens		USA	Alphapapillomavirus 9
E1	Human papillomavirus type 16	649	Homo sapiens		USA	Alphapapillomavirus 9
E2	Human papillomavirus type 16	365	Homo sapiens		USA	Alphapapillomavirus 9
E5	Human papillomavirus type 16	83	Homo sapiens		USA	Alphapapillomavirus 9
L2	Human papillomavirus type 16	473	Homo sapiens		USA	Alphapapillomavirus 9
E6	Human papillomavirus type 16	158	Homo sapiens		USA	Alphapapillomavirus 9
E6	Human papillomavirus type 16	98	Homo sapiens		USA	Alphapapillomavirus 9
E2	Human papillomavirus type 16	365	Homo sapiens		USA	Alphapapillomavirus 9
E5	Human papillomavirus type 16	83	Homo sapiens		USA	Alphapapillomavirus 9
L2	Human papillomavirus type 16	473	Homo sapiens		USA	Alphapapillomavirus 9
E6	Human papillomavirus type 16	98	Homo sapiens		USA	Alphapapillomavirus 9
E1	Human papillomavirus type 16	649	Homo sapiens		USA	Alphapapillomavirus 9
E2	Human papillomavirus type 16	365	Homo sapiens		USA	Alphapapillomavirus 9
E5	Human papillomavirus type 16	83	Homo sapiens		USA	Alphapapillomavirus 9
L2	Human papillomavirus type 16	473	Homo sapiens		USA	Alphapapillomavirus 9
E6	Human papillomavirus type 16	98	Homo sapiens		USA	Alphapapillomavirus 9
E1	Human papillomavirus type 16	649	Homo sapiens		USA	Alphapapillomavirus 9
E2	Human papillomavirus type 16	365	Homo sapiens		USA	Alphapapillomavirus 9
E6	Human papillomavirus type 16	158	Homo sapiens		USA	Alphapapillomavirus 9
E6	Human papillomavirus type 16	98	Homo sapiens		USA	Alphapapillomavirus 9
E1	Human papillomavirus type 16	649	Homo sapiens		USA	Alphapapillomavirus 9
E2	Human papillomavirus type 16	365	Homo sapiens		USA	Alphapapillomavirus 9
E5	Human papillomavirus type 16	83	Homo sapiens		USA	Alphapapillomavirus 9
L2	Human papillomavirus type 16	473	Homo sapiens		USA	Alphapapillomavirus 9
E6	Human papillomavirus type 16	158	Homo sapiens		USA	Alphapapillomavirus 9
E6	Human papillomavirus type 16	98	Homo sapiens		USA	Alphapapillomavirus 9
E1	Human papillomavirus type 16	649	Homo sapiens		USA	Alphapapillomavirus 9
E2	Human papillomavirus type 16	365	Homo sapiens		USA	Alphapapillomavirus 9
E5	Human papillomavirus type 16	83	Homo sapiens		USA	Alphapapillomavirus 9
L2	Human papillomavirus type 16	473	Homo sapiens		USA	Alphapapillomavirus 9
E6	Human papillomavirus type 16	98	Homo sapiens		USA	Alphapapillomavirus 9
E1	Human papillomavirus type 16	649	Homo sapiens		USA	Alphapapillomavirus 9
E2	Human papillomavirus type 16	365	Homo sapiens		USA	Alphapapillomavirus 9
E5	Human papillomavirus type 16	83	Homo sapiens		USA	Alphapapillomavirus 9
L2	Human papillomavirus type 16	473	Homo sapiens		USA	Alphapapillomavirus 9
E6	Human papillomavirus type 16	158	Homo sapiens		USA	Alphapapillomavirus 9
E6	Human papillomavirus type 16	98	Homo sapiens		USA	Alphapapillomavirus 9
E1	Human papillomavirus type 16	649	Homo sapiens		USA	Alphapapillomavirus 9
E2	Human papillomavirus type 16	365	Homo sapiens		USA	Alphapapillomavirus 9
E5	Human papillomavirus type 16	83	Homo sapiens		USA	Alphapapillomavirus 9
L2	Human papillomavirus type 16	473	Homo sapiens		USA	Alphapapillomavirus 9
E6	Human papillomavirus type 16	158	Homo sapiens		USA	Alphapapillomavirus 9
E6	Human papillomavirus type 16	98	Homo sapiens		USA	Alphapapillomavirus 9
E1	Human papillomavirus type 16	649	Homo sapiens		USA	Alphapapillomavirus 9
E2	Human papillomavirus type 16	365	Homo sapiens		USA	Alphapapillomavirus 9
E5	Human papillomavirus type 16	83	Homo sapiens		USA	Alphapapillomavirus 9
L2	Human papillomavirus type 16	473	Homo sapiens		USA	Alphapapillomavirus 9
E6	Human papillomavirus type 16	158	Homo sapiens		USA	Alphapapillomavirus 9
E6	Human papillomavirus type 16	98	Homo sapiens		USA	Alphapapillomavirus 9
E1	Human papillomavirus type 16	649	Homo sapiens		USA	Alphapapillomavirus 9
E2	Human papillomavirus type 16	365	Homo sapiens		USA	Alphapapillomavirus 9
E5	Human papillomavirus type 16	83	Homo sapiens		USA	Alphapapillomavirus 9
L2	Human papillomavirus type 16	473	Homo sapiens		USA	Alphapapillomavirus 9
E2	Human papillomavirus type 16	365	Homo sapiens		USA	Alphapapillomavirus 9
E5	Human papillomavirus type 16	83	Homo sapiens		USA	Alphapapillomavirus 9
L2	Human papillomavirus type 16	473	Homo sapiens		USA	Alphapapillomavirus 9
E6	Human papillomavirus type 16	98	Homo sapiens		USA	Alphapapillomavirus 9
E1	Human papillomavirus type 16	649	Homo sapiens		USA	Alphapapillomavirus 9
E2	Human papillomavirus type 16	365	Homo sapiens		USA	Alphapapillomavirus 9
E5	Human papillomavirus type 16	83	Homo sapiens		USA	Alphapapillomavirus 9
L2	Human papillomavirus type 16	473	Homo sapiens		USA	Alphapapillomavirus 9
E6	Human papillomavirus type 16	98	Homo sapiens		USA	Alphapapillomavirus 9
E2	Human papillomavirus type 16	365	Homo sapiens		USA	Alphapapillomavirus 9
E5	Human papillomavirus type 16	83	Homo sapiens		USA	Alphapapillomavirus 9
L2	Human papillomavirus type 16	473	Homo sapiens		USA	Alphapapillomavirus 9
E6	Human papillomavirus type 16	158	Homo sapiens		USA	Alphapapillomavirus 9
E6	Human papillomavirus type 16	98	Homo sapiens		USA	Alphapapillomavirus 9
E1	Human papillomavirus type 16	649	Homo sapiens		USA	Alphapapillomavirus 9
E2	Human papillomavirus type 16	365	Homo sapiens		USA	Alphapapillomavirus 9
E5	Human papillomavirus type 16	83	Homo sapiens		USA	Alphapapillomavirus 9
